track_name,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,cont_rating,prime_genre,lang.num,size_mb
360云盘,0.0,437,0,4.5,0.0,4+,Productivity,2,78.0654296875
Real Pool 3D,1.99,1156,77,4.0,4.0,4+,Games,1,72.8447265625
Cooking Academy (Full),1.99,475,475,4.5,4.5,4+,Games,1,41.36634159088135
iSleep Easy - Meditations for Restful Sleep,3.99,664,70,4.5,4.5,4+,Health & Fitness,1,170.30859375
"Pic Jointer – Photo Collage, Camera Effects Editor",0.0,51330,58,4.5,4.5,4+,Photo & Video,7,77.2666015625
Smule Sing!,0.0,119316,33,4.5,4.0,9+,Music,12,104.84765625
AnatomyMapp,9.99,23,3,3.5,3.5,4+,Medical,1,99.556640625
Inspiration Maps VPP,9.99,112,8,4.0,3.0,4+,Education,3,166.4072265625
Toca Kitchen Monsters,0.0,8062,197,4.0,3.5,4+,Education,1,61.4228515625
Bike Race Pro - Top Motorcycle Racing Game,0.99,26881,5,4.5,3.5,4+,Games,9,113.7080078125
Bike Race - Top Motorcycle Racing Games,0.0,405007,4053,4.5,5.0,4+,Games,9,114.6201171875
KeyBank Mobile,0.0,623,1,2.5,1.0,17+,Finance,1,30.9873046875
Amazon Music,0.0,106235,4605,4.5,5.0,4+,Music,6,74.17578125
闲鱼-让你的闲置游起来,0.0,286,2,4.0,5.0,9+,Shopping,1,80.9453125
Sonic The Hedgehog 4™ Episode II,2.99,5606,44,3.5,4.0,9+,Games,9,687.6533203125
战神之怒,0.99,9,9,4.5,4.5,4+,Games,1,571.5555772781372
Extreme Fishing 2 Free,0.0,12002,759,4.5,3.5,4+,Games,3,51.63993549346924
Puppet Pals Pocket Director's Pass,1.99,7,0,4.5,0.0,4+,Education,1,82.91796875
Max Payne Mobile,2.99,2183,64,4.5,4.0,17+,Games,1,1362.154296875
驾考宝典-2017最新考驾照驾校学车驾考通,0.0,208,0,5.0,0.0,4+,Lifestyle,1,182.6494140625
"Postmates - Food Delivery, Faster",0.0,9519,3,3.5,4.0,4+,Food & Drink,1,83.8857421875
Flipagram,0.0,79905,324,4.5,4.5,12+,Photo & Video,36,80.8642578125
Subway Surfers,0.0,706110,97,4.5,4.0,9+,Games,1,148.8095703125
Easter Bunny Tracker Fun,0.0,83,80,3.0,3.0,4+,Entertainment,1,9.563372611999512
电信营业厅,0.0,248,9,3.5,3.0,4+,Utilities,2,102.9404296875
Majiang Mahjong（单机+川麻+二人+武汉+国标）,0.0,1007,3,5.0,2.5,12+,Games,1,70.994140625
Home Design 3D GOLD,9.99,9889,262,4.5,4.5,4+,Productivity,16,197.5576171875
Papa's Burgeria,2.99,1589,60,4.5,4.5,4+,Games,16,40.828125
Bazaart Photo Editor Pro and Picture Collage Maker,0.0,4909,479,4.5,5.0,4+,Photo & Video,13,114.8935546875
Baldur's Gate: Enhanced Edition,9.99,1454,102,4.0,4.0,12+,Games,1,2328.0390625
农行掌上银行,0.0,57,4,2.5,3.5,4+,Finance,1,60.587890625
Hidden World,1.99,279,21,4.5,4.5,4+,Games,17,99.3408203125
Prize Wheel ™,0.0,3287,88,4.0,4.0,17+,Entertainment,1,35.0673828125
Flick Home Run ! HD,0.99,2144,1700,4.5,4.5,4+,Games,1,20.073904991149902
Little Writer - The Tracing App for Kids,0.99,1348,2,4.5,3.0,4+,Education,1,35.6845703125
Slingshot Racing,0.99,3189,1459,4.5,4.5,4+,Games,1,75.3046875
"LINE Camera - Photo editor, Animated Stamp, Filter",0.0,3978,58,4.5,5.0,4+,Photo & Video,16,73.541015625
Think in Japanese (Original name:ひとりごと英語),2.99,0,0,0.0,0.0,12+,Reference,2,60.7060546875
Offroad Legends,0.99,22281,49,4.5,4.0,4+,Games,30,92.02734375
内涵段子 - 精选搞笑图片、视频,0.0,275,0,5.0,0.0,17+,Entertainment,2,92.1123046875
Bejeweled Classic HD,0.0,70926,927,4.5,4.5,4+,Games,5,144.2470703125
Virtua Tennis Challenge,4.99,1339,459,4.0,4.0,4+,Games,9,383.1171875
Dark Sky Weather,3.99,10014,514,4.0,4.5,4+,Weather,1,19.861328125
Translator !!,9.99,128,4,4.0,3.0,4+,Productivity,30,25.9326171875
Cortex Camera,2.99,346,14,4.0,4.0,4+,Photo & Video,1,3.251953125
上海移动掌上营业厅,0.0,22,0,3.0,0.0,4+,Lifestyle,2,59.0283203125
Weaphones: Firearms Simulator Volume 1,2.99,1478,72,4.5,4.5,12+,Games,16,58.62109375
Le Havre (The Harbor),4.99,2125,561,4.5,4.5,4+,Games,1,150.00390625
Block Story Premium,2.99,734,23,4.0,4.5,9+,Games,1,214.15625
"You Doodle - draw on photos & pictures, add text",0.0,8520,49,4.5,4.5,4+,Photo & Video,18,68.8447265625
SuperPhoto - Photo Effects & Filters,0.0,1952,29,4.5,4.5,4+,Photo & Video,24,53.0595703125
FreePrints – Photos Delivered,0.0,26060,0,5.0,0.0,4+,Photo & Video,1,107.5654296875
聚美优品-新用户专享160元现金券,0.0,42,0,4.5,0.0,4+,Shopping,2,146.3486328125
"Depop - Buy, Sell and Share",0.0,2478,109,4.5,4.0,12+,Shopping,2,81.7529296875
天猫-购物,0.0,426,14,4.5,5.0,17+,Shopping,4,201.3466796875
FOCUS Online - Aktuelle Nachrichten,0.0,373,8,4.5,5.0,12+,News,2,65.642578125
Text 2 Group Pro - Quickly send SMS messages,2.99,2798,277,4.0,4.5,4+,Productivity,15,47.13671875
ケンタッキーフライドチキン　公式アプリ,0.0,0,0,0.0,0.0,17+,Food & Drink,1,47.9619140625
Onion Browser - Secure & Anonymous Web with Tor,0.0,691,1,3.5,5.0,17+,Utilities,1,40.3681640625
Visual Anatomy,2.99,571,28,4.5,4.5,12+,Medical,4,205.2099609375
Alice in the Mirrors of Albion: Hidden object game,0.0,47382,50,4.0,4.5,4+,Games,7,1166.0888671875
Burrito Bison,0.99,416,7,4.0,3.5,12+,Games,1,55.3974609375
"Credit Karma: Free Credit Scores, Reports & Alerts",0.0,101679,181,5.0,5.0,4+,Finance,1,91.0703125
翼支付-只为简单生活,0.0,9,0,1.5,0.0,17+,Finance,1,94.0712890625
The Sandbox - Building & Crafting a Pixel World!,0.0,41108,258,4.5,4.5,4+,Games,45,163.5380859375
ZENFORMS: Protectors,1.99,1127,25,4.0,4.5,12+,Games,1,105.98828125
"RetailMeNot Shopping Deals, Coupons, Savings",0.0,18544,14,4.5,4.5,4+,Shopping,1,126.9208984375
VinoCell: manage your wine cellar like a pro,8.99,248,20,4.0,4.5,17+,Food & Drink,6,35.4365234375
Dokuro,1.99,84,4,4.5,5.0,9+,Games,1,139.3115234375
Toca Train,2.99,1397,25,4.0,3.5,4+,Education,18,78.193359375
Toca Band,2.99,3107,110,4.5,3.5,4+,Education,1,308.6298828125
My Singing Monsters,0.0,130519,1445,4.5,5.0,4+,Games,7,229.37890625
PIP Camera-Selfie Cam&Pic Collage&Photo Editor,0.0,8454,26,4.5,5.0,4+,Photo & Video,2,70.736328125
ATracker - Daily Task and Time Tracking,0.0,1114,34,4.5,4.5,4+,Productivity,12,145.9736328125
Brutal Street,0.0,777,0,4.5,0.0,12+,Games,7,65.625
冒険ダンジョン村,4.99,0,0,0.0,0.0,4+,Games,1,178.48828125
Slots - Pharaoh's Way,0.0,69610,69,4.5,4.0,12+,Games,1,73.04296875
iTranslate Voice - Speak & Translate in Real Time,6.99,14469,81,4.0,4.0,4+,Productivity,22,53.5869140625
The Official DVSA Highway Code,3.99,0,0,0.0,0.0,4+,Education,1,64.173828125
腾讯微云-安全备份共享文件和照片,0.0,308,11,4.0,5.0,4+,Productivity,1,60.619140625
"Remind: Fast, Efficient School Messaging",0.0,9796,60,4.5,4.5,4+,Education,6,111.705078125
宝宝树孕育-火爆的备孕怀孕育儿社区,0.0,456,1,4.5,5.0,17+,Health & Fitness,2,115.138671875
Best Skins Creator Pro - for Minecraft PE & PC,1.99,4243,48,4.0,4.5,4+,Utilities,2,34.3349609375
フリル(FRIL) - 満足度No.1 のフリマアプリ,0.0,7,0,4.0,0.0,17+,Shopping,1,65.595703125
PopCam　Photo,0.0,160,3,4.0,5.0,4+,Photo & Video,9,50.490234375
Nearpod,0.0,1057,1,4.0,2.0,4+,Education,31,72.330078125
AutoRap by Smule,0.0,18202,514,4.0,3.5,12+,Music,12,67.9560546875
The Amazing Spider-Man,6.99,17895,10970,4.5,4.0,12+,Games,12,790.7376852035522
Temple Run: Brave,1.99,27593,386,4.0,4.0,4+,Games,1,124.087890625
BabyScope - Prenatal Listener,4.99,875,51,3.0,4.0,4+,Utilities,1,58.8369140625
realMyst,6.99,708,59,4.0,4.0,12+,Games,1,995.31640625
Sun Surveyor - Sun & Moon Visualization Tool,9.99,183,14,5.0,5.0,4+,Photo & Video,21,25.365234375
Shogi,0.0,26,3,4.0,5.0,4+,Games,2,16.8720703125
Fair Food Maker Game - Make Yummy Carnival Treats,0.0,12251,93,4.0,4.0,4+,Games,1,106.4345703125
Potty Time with Elmo,2.99,712,53,3.5,2.0,4+,Education,1,44.90234375
My Mixtapez Music,0.0,26286,2,4.5,3.5,12+,Music,1,80.9326171875
Fuel Rewards® program,0.0,2249,495,4.5,4.5,4+,Shopping,1,56.11328125
Poop Break,0.99,21,2,4.0,3.5,9+,Utilities,1,6.2265625
Plague Inc.,0.99,143285,406,4.5,4.5,12+,Games,14,91.1748046875
DiveChamp,0.99,295,133,4.5,4.5,4+,Games,1,39.84375
Tom Loves Angela,0.99,1151,129,4.0,4.0,4+,Entertainment,13,51.01171875
Tom Loves Angela for iPad,2.99,2286,1060,4.0,4.5,4+,Entertainment,13,52.79296875
Jake's Never Land Pirate School,0.99,4337,398,4.0,4.0,4+,Entertainment,1,289.01953125
Flow Free,0.0,373857,3428,4.5,4.5,4+,Games,11,19.7119140625
"Pixlr - Photo Collages, Effects, Overlays, Filters",0.0,2099,4,4.0,3.5,4+,Photo & Video,11,70.4560546875
JaxReady,0.0,22,4,3.5,1.5,17+,Weather,1,7.9658203125
Storm Shield,2.99,2516,994,4.5,5.0,12+,Weather,1,25.2734375
CamCard HD -business card scanner & reader,7.99,319,13,4.0,4.5,4+,Business,7,76.6572265625
Pumped: BMX,1.99,1164,76,5.0,4.5,4+,Games,13,36.83984375
Sworkit - Custom Workouts for Exercise & Fitness,0.0,16819,348,5.0,5.0,4+,Health & Fitness,12,136.5341796875
Fieldrunners 2,2.99,14214,11,5.0,3.5,9+,Games,1,84.9423828125
Photo Editor by Aviary,0.0,39501,741,4.5,5.0,12+,Photo & Video,23,34.5888671875
"Hurricane Tracker WESH 2 Orlando, Central Florida",0.0,203,84,4.0,4.5,4+,Weather,1,28.603515625
Bluebeam Revu,9.99,210,2,3.0,2.0,4+,Productivity,1,143.173828125
ナビタイムの乗り換え案内 - 遅延情報やバス時刻表を案内するアプリ,0.0,48,3,4.5,5.0,4+,Navigation,1,98.330078125
Where's My Perry?,2.99,24314,123,4.5,3.5,4+,Games,14,120.560546875
"Seeds Pro For Minecraft - Server, Skins, Community",1.99,12770,18,4.5,3.5,9+,Games,1,27.9033203125
今日头条 - 热点新闻资讯、娱乐视频,0.0,428,0,4.5,0.0,17+,News,2,103.2158203125
Granny Smith,1.99,8568,1902,4.5,4.5,4+,Games,1,65.15234375
Lep's World 2 Plus - super best platformer games,0.99,8404,79,4.5,4.5,4+,Games,3,63.736328125
Lyft,0.0,46922,414,4.5,4.5,4+,Travel,1,150.6337890625
SnoreLab : Record Your Snoring,0.0,1341,266,4.5,4.5,12+,Medical,9,54.1826171875
Clash of Clans,0.0,2130805,579,4.5,4.5,9+,Games,18,111.0810546875
Frax HD - The First Realtime Immersive Fractals,1.99,298,20,5.0,5.0,4+,Entertainment,8,89.66796875
Zombie Tsunami,0.0,31311,83,4.5,4.5,4+,Games,14,110.5263671875
The Wonder Weeks,1.99,397,5,2.5,3.0,17+,Health & Fitness,1,27.3857421875
"Disney Channel – Watch Full Episodes, Movies & TV",0.0,21082,37,3.5,3.5,4+,Entertainment,1,125.921875
"Disney Junior – Watch Full Episodes, Movies & TV",0.0,8077,29,3.0,2.0,4+,Entertainment,1,108.62890625
"Disney XD – Watch Full Episodes, Movies & Live TV",0.0,5703,13,3.5,3.0,4+,Entertainment,1,103.998046875
METAL SLUG 3,2.99,2798,529,3.5,4.0,9+,Games,2,144.58984375
CBS Full Episodes and Live TV,0.0,39436,6,2.5,1.5,4+,Entertainment,1,88.8896484375
东方财富网领先版-财经资讯&股票开户,0.99,0,0,0.0,0.0,4+,Finance,1,127.4384765625
Dungeon Village,4.99,1000,15,4.5,4.5,4+,Games,5,178.8203125
Wish - Shopping Made Fun,0.0,141960,579,4.5,4.5,12+,Shopping,30,46.1845703125
"Sight Words Games & Flash Cards for Reading and Spelling Success at School (Learn to Read Preschool, Kindergarten and Grade 1 Kids)",2.99,59,3,3.5,3.5,4+,Education,1,51.6875
LiveCollage Pro-Photo Collage Maker&Photo Editor,1.99,12319,0,4.5,0.0,4+,Photo & Video,4,83.9443359375
Photo Collage Maker & Photo Editor - Live Collage,0.0,93781,0,4.5,0.0,4+,Photo & Video,4,89.8994140625
Trigger Fist,0.0,69624,58269,4.5,4.5,12+,Games,1,137.51616954803467
Talking Ginger for iPad,0.0,20065,113,4.5,4.0,4+,Entertainment,13,75.9921875
same - 就是聊得来,0.0,78,0,4.0,0.0,17+,Social Networking,1,117.529296875
Deck Pass Plus,1.99,350,170,3.5,3.5,4+,Sports,1,9.765625
Tone Sphere,1.99,360,4,4.5,5.0,4+,Games,1,392.1767578125
Dragon Island Blue,0.99,9119,1541,5.0,4.5,9+,Games,2,51.28125
Organ Trail: Director's Cut,2.99,3389,203,4.5,4.5,12+,Games,1,234.07421875
cute icon&wallpaper dressup - CocoPPa,0.0,12508,810,4.0,4.0,4+,Lifestyle,10,62.7421875
DEAD TRIGGER,0.0,78918,4345,4.5,4.5,17+,Games,1,287.2734375
MY LITTLE PONY: Magic Princess Quests,0.0,65201,148,4.5,4.0,4+,Games,13,102.07421875
Fragment's Note,3.99,1,1,5.0,5.0,4+,Games,1,681.6875
Bad Piggies,0.0,26259,38,4.5,3.5,4+,Games,1,248.056640625
Odysseus: Long Way Home HD (Full),4.99,39,39,4.0,4.0,4+,Games,7,268.62781524658203
KODAK Kiosk Connect App,0.0,3711,525,4.5,4.5,4+,Photo & Video,27,20.44140625
Modern Essentials,6.99,112,9,3.5,3.5,12+,Health & Fitness,1,51.3212890625
Snail Bob,0.99,9453,11,4.5,4.5,4+,Games,1,200.505859375
InstaBoard  for Instagram - photos & videos repost,0.0,1571,9,3.5,1.5,12+,Photo & Video,1,50.7646484375
Topia World Builder,1.99,1775,161,3.5,3.5,4+,Games,1,56.3203125
Bubble Mania™,0.0,122081,49,4.5,4.0,4+,Games,1,180.388671875
Dr. Panda Hospital,2.99,372,24,4.0,4.0,4+,Education,15,398.3564453125
Tapage by My Little App,0.0,41,0,4.5,0.0,17+,Lifestyle,1,51.7373046875
UFC ®,0.0,809,4,2.5,3.0,12+,Sports,1,43.6689453125
Rhonna Collage,1.99,239,2,4.0,5.0,4+,Photo & Video,29,118.244140625
Upward Basketball Coach,0.99,138,0,3.5,0.0,4+,Sports,1,35.2021484375
Celebrity Look Alike App - Face Compare,0.0,403,5,2.5,1.0,4+,Entertainment,1,47.046875
BADLAND,2.99,21325,195,4.5,4.5,9+,Games,13,212.078125
Certified Mixtapes - Hip Hop Albums & Mixtapes,0.0,9975,15,4.5,3.0,12+,Music,1,39.21875
Hungry Shark Evolution,0.0,83784,358,4.5,4.5,12+,Games,33,305.6865234375
Into the Dead,0.0,32492,2346,4.5,4.5,12+,Games,14,163.8681640625
Fitstar Personal Trainer,0.0,7496,79,4.5,4.5,4+,Health & Fitness,5,47.7255859375
"Oje, ich wachse!",1.99,0,0,0.0,0.0,4+,Health & Fitness,1,24.9560546875
书香云集Pro-小说电子书免费看书读书听书追书无广告阅读器,0.99,14,0,5.0,0.0,17+,Book,3,49.7060546875
"Over— Edit Photos, Add Text & Captions to Pictures",0.0,16221,165,4.5,4.5,4+,Photo & Video,1,104.2373046875
Google Chrome – The Fast and Secure Web Browser,0.0,55750,163,3.5,3.0,17+,Utilities,37,90.966796875
Tentacles: Enter the Dolphin,2.99,1678,4,4.5,5.0,9+,Games,1,553.912109375
Full Fitness : Exercise Workout Trainer,2.99,7573,884,4.5,4.5,4+,Health & Fitness,11,99.9482421875
Trainz Driver - train driving game and realistic railroad simulator,2.99,2228,252,4.0,4.0,4+,Games,1,366.578125
Toddler Counting 123,0.99,121,42,4.0,4.0,4+,Education,15,58.0703125
Lapse It Pro • Time Lapse & Stop Motion Camera • Professional HD,2.99,2079,760,4.5,4.5,4+,Photo & Video,9,21.5390625
UNO ™ & Friends,0.0,68911,2137,4.0,4.0,9+,Games,14,125.3740234375
Raiden Legacy,4.99,443,12,4.5,4.0,9+,Games,1,169.3369140625
BrainHQ - Brain Training,0.0,684,0,4.0,0.0,4+,Education,2,69.306640625
Block Earth,4.99,2089,278,4.0,5.0,4+,Games,1,81.50390625
Bastion,4.99,14247,320,4.5,4.5,12+,Games,1,1221.7138671875
Rayman Jungle Run,2.99,25517,273,4.5,4.0,9+,Games,8,75.044921875
TEDICT - Learn English with TED Video,2.99,77,2,4.5,4.5,4+,Education,18,6.1025390625
Big Fish Casino – Best Vegas Slot Machines & Games,0.0,113959,707,4.5,4.5,12+,Games,1,103.099609375
暴风影音-BaoFeng Player,0.0,287,0,4.5,0.0,17+,Entertainment,1,79.6630859375
SpellingCity,0.0,1566,402,3.5,3.5,4+,Education,16,104.4375
どうぶつしょうぎ(公式),0.99,1,1,4.0,4.0,4+,Games,1,32.21579933166504
"We Heart It - Fashion, wallpapers, quotes, tattoos",0.0,90414,44,5.0,4.0,12+,Social Networking,31,76.25
IronMobile - Ironman Athlete Tracker,0.99,126,4,3.0,1.5,4+,Sports,31,4.8505859375
Been Together,0.99,20,1,4.5,5.0,4+,Lifestyle,7,48.0380859375
Hurricane Impact by HurricaneTrack.com,2.99,60,7,3.5,4.5,4+,Weather,1,7.130859375
Voice Translate Pro,3.99,1158,4,4.5,5.0,4+,Business,1,19.6513671875
Castle Raid,0.99,1087,895,4.5,4.5,9+,Games,1,44.94461917877197
Need for Speed™ Most Wanted,4.99,7315,161,4.0,3.0,4+,Games,11,1929.6044921875
Tiny Wings HD,2.99,12181,76,4.5,4.5,4+,Games,6,27.3525390625
Robot Unicorn Attack 2,0.0,21432,269,4.5,4.5,9+,Games,6,101.96484375
Presidential Election & Electoral College Maps,2.99,222,1,3.5,3.0,4+,News,1,31.2041015625
The Secret Society® - Hidden Mystery,0.0,168674,252,4.0,4.5,4+,Games,11,1367.4833984375
Space Agency,1.99,1565,1,4.5,5.0,4+,Games,1,33.345703125
NBC Sports,0.0,47172,28,2.5,2.5,4+,Sports,31,123.4013671875
征戦エクスカリバー,0.0,8,0,3.5,0.0,9+,Games,16,85.69140625
Unfilth Your Habitat,0.99,321,112,4.5,4.5,17+,Productivity,1,11.74609375
WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,4.99,1155,10,4.0,5.0,4+,Travel,4,83.5126953125
Word Search Colorful,0.0,7131,17,4.0,4.5,12+,Games,13,18.7333984375
Wireless Transfer App:Sync backup photo and video,2.99,1810,15,4.5,4.0,4+,Photo & Video,6,34.2919921875
8 Ball Pool™,0.0,416736,19076,4.5,4.5,4+,Games,10,82.7568359375
Photo Grid - photo collage maker & photo editor,0.0,40531,10,4.5,4.5,4+,Photo & Video,22,106.8818359375
ownCloud,0.99,249,1,3.0,2.0,17+,Productivity,26,33.0703125
大盛グルメ食堂,4.99,0,0,0.0,0.0,4+,Games,1,104.4140625
"YouTube - Watch Videos, Music, and Live Streams",0.0,278166,0,2.5,0.0,17+,Photo & Video,34,118.8974609375
TimeTraks,0.99,68,29,2.0,2.0,4+,Entertainment,1,0.6664276123046875
"Shopular Coupons, Weekly Deals for Target, Walmart",0.0,22729,997,5.0,5.0,4+,Shopping,1,50.146484375
Magellan,2.99,313,16,4.5,4.5,4+,Music,1,42.7822265625
Real Metronome Pro,1.99,95,22,4.0,4.0,4+,Music,23,53.53125
McGraw-Hill K-12 ConnectED Mobile,0.0,594,10,2.5,3.5,4+,Education,1,25.0126953125
The World Ends with You: Solo Remix,17.99,2760,187,4.5,5.0,9+,Games,2,2540.806640625
Bad Piggies HD,0.0,19018,81,4.5,4.5,4+,Games,1,247.994140625
Amazon Prime Video,0.0,43667,1109,4.0,4.5,12+,Entertainment,3,66.21875
Camera360 Concept - HelloCamera,0.99,1335,9,4.5,4.5,4+,Photo & Video,3,43.1474609375
Hurricane by American Red Cross,0.0,1158,5,4.0,3.0,4+,Weather,1,52.17578125
Finding Nemo Storybook Deluxe,2.99,117,7,4.0,2.5,4+,Book,1,1078.91015625
Weather & Radar,0.0,37,2,4.0,3.5,4+,Weather,21,90.07421875
キクタン  【Basic】  4000 ～聞いて覚える英単語～(アルク),3.99,0,0,0.0,0.0,4+,Education,1,107.7734375
キクタン 【Advanced】 6000 ～聞いて覚える英単語～(アルク),3.99,0,0,0.0,0.0,4+,Education,1,109.29296875
キクタン 【Super】 12000 ～聞いて覚える英単語～(アルク),3.99,0,0,0.0,0.0,4+,Education,1,108.3359375
PetWorld 3D: My Animal Rescue Premium,5.99,1815,6,4.0,4.5,4+,Games,8,169.6728515625
"Quizlet: Study Flashcards, Languages & Vocabulary",0.0,16683,23,4.5,4.0,4+,Education,13,90.962890625
Can Knockdown 3,1.99,1135,213,4.5,5.0,4+,Games,11,144.4375
Super Why! ABC Adventures,3.99,242,1,3.0,2.0,4+,Education,1,140.9736328125
Photo Editor-,0.0,9095,411,4.5,4.5,4+,Photo & Video,31,44.5673828125
Bingo!™,0.0,56852,6,4.5,3.0,12+,Games,1,225.939453125
Blendamaze,2.99,1504,40,4.5,4.5,4+,Games,1,51.205078125
DMBX 2 - Mountain Bike and BMX,1.99,42,20,4.0,4.0,4+,Games,2,158.06012439727783
Traffic Racer,0.0,22458,369,4.5,4.5,4+,Games,16,126.0380859375
"Karaoke - Sing Karaoke, Unlimited Songs!",0.0,28606,955,4.5,4.5,4+,Music,19,91.27734375
百度网盘,0.0,2434,7,4.5,5.0,12+,Productivity,1,109.29296875
Bingo Pop,0.0,18971,36,4.0,4.0,12+,Games,1,262.251953125
Infectonator,0.99,3069,1315,4.5,4.5,9+,Games,16,24.738133430480957
Tinder,0.0,143040,114,3.5,4.0,17+,Lifestyle,42,120.849609375
ZARA,0.0,2731,48,4.5,4.5,4+,Shopping,29,58.4765625
万年历-农历黄历日历天气,0.0,0,0,0.0,0.0,12+,Utilities,3,105.9873046875
Slayin,0.99,45574,34080,4.5,4.5,12+,Games,1,21.91796875
"Handwriting Without Tears: Wet-Dry-Try for Capitals, Numbers & Lowercase",4.99,382,10,3.5,4.0,4+,Education,1,66.68359375
Stick Texting Emoji Emoticons Killer,1.99,321,13,3.0,2.5,9+,Utilities,1,85.859375
Super Hexagon,2.99,10748,1842,4.5,4.5,4+,Games,1,31.6806640625
ヨドバシ,0.0,0,0,0.0,0.0,17+,Shopping,1,18.3076171875
True Skate,1.99,11065,35,4.0,3.5,4+,Games,1,63.607421875
平安金管家 — 值得信赖的移动金融生活管家,0.0,5,0,2.5,0.0,17+,Finance,2,125.6474609375
I see! Math1,4.99,0,0,0.0,0.0,4+,Education,2,92.1875
Cafeteria Nipponica,4.99,274,4,4.5,5.0,4+,Games,4,178.2001953125
STARZ,0.0,8971,267,3.5,4.5,17+,Entertainment,1,105.0107421875
Pac-12 Now,0.0,1221,6,3.0,3.0,4+,Sports,1,68.1884765625
Camera+ for iPad,4.99,641,22,3.5,3.5,4+,Photo & Video,10,59.76171875
Word Chums,3.99,11536,171,5.0,5.0,4+,Games,1,86.328125
Dr. Panda's Restaurant,1.99,370,116,4.0,4.5,4+,Games,17,119.296875
LAMP Words For Life,299.99,41,0,4.0,0.0,4+,Education,1,556.2431640625
Jumping Horses Champions,0.99,835,835,4.5,4.5,4+,Games,1,39.254981994628906
スシロー,0.0,0,0,0.0,0.0,4+,Food & Drink,1,30.6259765625
WWE,0.0,7553,29,4.0,3.5,12+,Entertainment,9,84.06640625
Starfall Learn to Read,0.0,474,3,4.0,5.0,4+,Education,1,102.486328125
The Room,0.99,143908,1056,5.0,5.0,9+,Games,1,322.6025390625
Followers - Social Analytics For Instagram,0.0,112778,139,4.5,4.5,4+,Social Networking,11,56.419921875
Stock Market HD: Real Time Stocks Tracker + Forex,2.99,1275,8,3.5,4.0,4+,Finance,1,73.8955078125
"It's The Great Pumpkin, Charlie Brown",5.99,632,0,4.0,0.0,4+,Book,1,134.857421875
ClassDojo,0.0,35440,122,4.5,5.0,4+,Education,55,76.48046875
NASCAR MOBILE,0.0,16385,6556,4.0,4.5,4+,Sports,1,66.7958984375
Daniel Tiger’s Neighborhood: Play at Home with Daniel,2.99,930,88,3.5,3.5,4+,Education,1,56.015625
百度地图HD,0.0,771,22,4.5,4.0,4+,Navigation,2,102.529296875
Cymera - Photo & Beauty Editor & Collage,0.0,523,0,3.0,0.0,4+,Photo & Video,13,117.5224609375
Candy Crush Saga,0.0,961794,2453,4.5,4.5,4+,Games,24,212.5234375
Ugly,0.0,224,224,4.0,4.0,4+,Entertainment,1,45.56038856506348
Crazy Taxi,0.0,8573,42,4.0,4.0,9+,Games,11,264.455078125
Touch Camera - Fast Recording and Burst,1.99,36,1,1.0,1.0,4+,Photo & Video,3,4.8369140625
Jメール 出会える人気の匿名SNS出会い系アプリ,0.0,11,0,3.5,0.0,17+,Social Networking,2,26.4970703125
SMART Notebook for iPad,5.99,301,13,2.5,3.5,4+,Education,6,92.8671875
The Tiny Bang Story,1.99,143,14,3.0,3.5,4+,Games,9,180.7841796875
滴滴出行,0.0,1103,4,4.0,1.5,4+,Travel,2,103.6416015625
Campaign Manager - A Presidential Election Simulation Game,2.99,116,40,4.0,4.0,4+,Games,1,6.7265625
Vector HD,0.99,1291,30,4.5,3.5,9+,Games,1,131.4150390625
百度网盘 HD,0.0,869,1,4.0,1.0,4+,Productivity,1,47.796875
Talking Angela for iPad,0.0,32763,191,3.5,3.5,4+,Entertainment,13,73.2861328125
Earn to Die,0.99,6977,893,4.5,4.5,12+,Games,1,53.7734375
Earn to Die HD,2.99,2028,489,4.5,5.0,12+,Games,1,47.49609375
Baby Rattle with Child Lock,1.99,441,402,4.5,4.5,4+,Games,14,21.328125
Clue Solver - for Clue or Cluedo board games,0.99,185,1,1.5,3.0,4+,Games,1,74.359375
ESPN Fantasy Football Baseball Basketball Hockey,0.0,64925,1543,4.0,3.5,4+,Sports,1,23.9990234375
TransParent Compass,0.0,0,0,0.0,0.0,4+,Utilities,2,33.7431640625
去哪儿攻略—查游记旅游攻略，订机票酒店,0.0,25,1,4.0,5.0,4+,Travel,1,54.4912109375
Draw a Stickman: EPIC,1.99,413,42,4.5,4.5,9+,Games,1,69.0234375
Year Walk,3.99,1951,1333,4.5,4.5,12+,Games,1,203.87038612365723
Angry Birds Friends,0.0,23655,376,4.0,4.5,4+,Games,1,181.5625
Kirkland's Spin to Win,0.0,177,10,3.0,3.0,4+,Shopping,1,9.50390625
Real Racing 3,0.0,164483,171,4.5,4.5,4+,Games,12,833.6875
Pacific Fleet,5.99,806,461,4.0,4.5,12+,Games,1,87.9765625
Toca Tailor,2.99,4059,28,4.5,4.0,4+,Education,19,55.0595703125
"Tiny Scanner+ - PDF scanner to scan document, receipt & fax",4.99,5611,1549,5.0,5.0,4+,Business,9,55.1572265625
Draw a Stickman: EPIC HD,2.99,895,164,4.5,4.5,9+,Games,1,108.3046875
TNNS,1.99,65,17,4.5,5.0,4+,Games,1,40.7769889831543
MetaMoJi Note - note taking and PDF annotation app,7.99,493,2,4.0,4.5,4+,Productivity,13,98.857421875
